Id,SalePrice
1461,113762.9928821146
1462,162852.16854352434
1463,187765.21740310616
1464,189083.4031861897
1465,221641.21381152188
1466,169659.9909241849
1467,165685.31295662746
1468,159699.37263591494
1469,195455.57631001226
1470,123787.63624029886
1471,182591.142941572
1472,94718.11816516216
1473,98417.00354362302
1474,144141.1459055585
1475,84113.28067945666
1476,355956.9186014207
1477,275468.65226442134
1478,272133.7743060612
1479,304583.4938316385
1480,452858.39208766003
1481,325878.8727907683
1482,224153.88192028715
1483,184003.90953595936
1484,163579.2411043346
1485,182282.38174619735
1486,200606.83892219933
1487,326114.3199309029
1488,228464.49818455358
1489,213450.13974846667
1490,255932.87648159196
1491,211279.0878026269
1492,95114.24419149756
1493,189836.0038826731
1494,316085.42830576375
1495,287567.89728550613
1496,242647.23312730552
1497,176563.51554300915
1498,179600.9076037414
1499,160910.0214508134
1500,156947.08838353422
1501,198814.62640302815
1502,140387.48406584118
1503,288998.1664858025
1504,238856.61421004403
1505,231713.81937078643
1506,188104.52848095098
1507,269409.0789853565
1508,213616.11513310764
1509,155571.73410464264
1510,155789.8982675285
1511,167367.25231209514
1512,188424.55288328603
1513,143927.2874240186
1514,166669.48122703214
1515,222956.37475778558
1516,154168.09740512818
1517,163975.24308248283
1518,116802.83122590161
1519,225864.68266255106
1520,138942.7431683063
1521,141825.48154417286
1522,189824.67333813338
1523,117219.87377448613
1524,100940.8365764895
1525,113982.5435065641
1526,114457.49869083194
1527,110776.49225955014
1528,116376.05613525864
1529,163145.55137582705
1530,204614.9411352966
1531,148520.4031999011
1532,94253.83574092225
1533,165870.47704470926
1534,113249.73593638022
1535,165478.08857526723
1536,102590.15730602993
1537,84726.17501626024
1538,146487.38137850072
1539,196815.08673587488
1540,141197.6017557003
1541,135679.99581405474
1542,167024.11352913827
1543,200025.3100823483
1544,91112.47139542666
1545,113829.2563878824
1546,149868.64454888366
1547,157177.99627808225
1548,139988.94749758835
1549,134202.2234511047
1550,164555.6455482773
1551,110771.5685932783
1552,171870.15698459
1553,165952.4127363523
1554,113629.83704922092
1555,175740.39285397297
1556,56193.4223637199
1557,121291.81996133714
1558,84114.1374152929
1559,93501.87909917394
1560,143393.87037106557
1561,127501.12550390279
1562,133809.66274196724
1563,124671.83352470165
1564,172144.95676505053
1565,154827.04466755944
1566,238511.47557983454
1567,74452.53319864161
1568,244747.25570254098
1569,150625.99637068482
1570,119199.63464148343
1571,109499.84155403124
1572,140429.7832810944
1573,257118.92094620946
1574,147080.48512834078
1575,247140.79225969897
1576,239920.96308474196
1577,186448.9314378018
1578,126018.18073579995
1579,152363.94912780426
1580,187784.85063039884
1581,143560.29424967268
1582,127210.3693965848
1583,288774.9890728425
1584,228754.18311378895
1585,146483.27435367112
1586,48839.346832214855
1587,95737.64483127766
1588,161789.80726074334
1589,101256.32196399779
1590,118622.51436253125
1591,106119.48139618547
1592,119140.4410530806
1593,117737.83288933476
1594,143044.30728764227
1595,137600.9024097391
1596,234923.53739347984
1597,207476.33997109602
1598,200454.7829580994
1599,174820.47818746977
1600,167255.2843832171
1601,86168.52165236953
1602,133841.93743944913
1603,50918.06837733067
1604,273533.14408241
1605,233173.40198267088
1606,156382.4212800772
1607,148634.58997018565
1608,207336.9060126196
1609,196882.70604343154
1610,157919.5434156689
1611,139261.81543576764
1612,194559.92722690525
1613,169902.15296154935
1614,123620.38714605686
1615,81432.90575499227
1616,76227.5621265904
1617,77538.38507599989
1618,121468.46023168345
1619,144113.87849520613
1620,192781.09812372224
1621,142086.29873837903
1622,144535.25955692353
1623,264442.8604587158
1624,235041.6136573765
1625,108588.91147694155
1626,172754.04653098388
1627,189836.15921114455
1628,272704.1603879018
1629,162786.4056669164
1630,365059.23399222223
1631,232177.17848890764
1632,251944.00975366472
1633,169892.0410973339
1634,187347.93297009706
1635,175608.92073830194
1636,144708.7012194784
1637,197556.85501189064
1638,179806.58059634478
1639,179990.31335663423
1640,242202.37053746055
1641,185937.0369390722
1642,253435.59170787083
1643,218051.71498503862
1644,229544.54518256383
1645,211084.00585620292
1646,154638.71375894686
1647,139547.78772805585
1648,130960.93154319236
1649,121323.64473689464
1650,112677.71255514375
1651,116066.04030573647
1652,91712.92524970183
1653,89212.45794651099
1654,148244.90329015325
1655,122480.14720581961
1656,140305.24827043223
1657,154541.23836325738
1658,156675.0551709563
1659,99240.96763222711
1660,158848.89096226054
1661,385289.50276993983
1662,365394.0482411864
1663,365733.42896974715
1664,438654.0979515498
1665,304295.49911587755
1666,335235.5035500701
1667,362295.7758247368
1668,346424.2652356941
1669,306319.26327938656
1670,336151.6804863303
1671,302501.05448641814
1672,391914.79846616625
1673,308906.60306514427
1674,266084.87515058066
1675,241123.29701384297
1676,239531.99963038857
1677,234574.39965977636
1678,443587.65824176115
1679,375859.22139283316
1680,313137.21095552924
1681,253601.60807296983
1682,324896.9448531531
1683,212328.96691945172
1684,178148.55596914375
1685,192766.84283010568
1686,163166.03810193785
1687,171919.44757371373
1688,191360.84277028544
1689,198229.38305994193
1690,198374.55848080642
1691,184892.2819439585
1692,234638.5154113865
1693,175327.31909480388
1694,175630.4228323563
1695,154759.34451980842
1696,259980.43491471373
1697,149998.69341799757
1698,342472.7198817297
1699,332400.0510499636
1700,274003.60218591336
1701,280604.1029282252
1702,219345.19576360006
1703,210273.06996567384
1704,280482.62406143476
1705,245856.93023719895
1706,369697.3892069566
1707,217419.62563607283
1708,214997.06850358588
1709,251418.6437370947
1710,223079.85999847436
1711,262250.68959278497
1712,261991.1626593757
1713,276753.44635386975
1714,221999.65594185842
1715,212974.31432360713
1716,182955.09212561394
1717,173126.0239085632
1718,146607.7061792058
1719,230215.96587296855
1720,233303.44989523944
1721,155747.9025665205
1722,129069.21399888559
1723,156791.43882692326
1724,221180.10469435644
1725,243381.20324541559
1726,192903.30621359614
1727,168761.281474479
1728,164851.01530168974
1729,160598.73759689112
1730,142138.9875016231
1731,120042.53843619418
1732,123278.87896514917
1733,114088.92965521035
1734,119948.33480483503
1735,113202.4213421538
1736,93394.05524000432
1737,282040.8220710668
1738,257225.00832818192
1739,256067.51064757747
1740,235010.92470672936
1741,204853.2171509224
1742,180482.59776137816
1743,175975.06632468663
1744,307035.50582084944
1745,242980.5054511798
1746,186219.77964916336
1747,203158.34847465856
1748,223153.29904077412
1749,154775.85368560068
1750,122838.72725595627
1751,237370.16993602063
1752,107872.92542138975
1753,160687.01626926754
1754,193857.58957686624
1755,173392.69335520128
1756,141254.35075161676
1757,111016.56770181726
1758,160643.29771658196
1759,169498.51839778945
1760,176611.30740847648
1761,162324.96032901295
1762,189068.32055616262
1763,183700.86022825236
1764,112043.47041040403
1765,186210.91683028312
1766,197930.68209746317
1767,227076.03737735515
1768,140291.7915823015
1769,144005.39501292887
1770,154401.97984485677
1771,128507.39709112654
1772,144655.3086392705
1773,118114.886686516
1774,160679.8189015051
1775,134159.9849148232
1776,140350.74940816988
1777,90054.80494019878
1778,156593.1622987187
1779,137823.77497699484
1780,150434.7349621742
1781,121051.57133338833
1782,89411.62396197137
1783,145408.05089755706
1784,112520.53535957099
1785,122701.65377831203
1786,147244.17600950785
1787,146645.3663154177
1788,56476.413086374756
1789,99028.55915140687
1790,83836.01994489809
1791,199225.78242739802
1792,143420.27755214297
1793,121526.76845219685
1794,166717.78300111578
1795,130068.45995766763
1796,134584.88823550916
1797,120961.79529147944
1798,128261.80355586554
1799,97857.89918983332
1800,139624.7999218991
1801,126823.12786504021
1802,110737.58211135608
1803,154484.3232143598
1804,130985.61235711328
1805,130567.93135546893
1806,124363.79656391218
1807,153305.98823202425
1808,123583.886250827
1809,138585.4890216256
1810,153171.99984046724
1811,64259.82702698582
1812,106903.41648229375
1813,128229.62137966813
1814,97540.04862127244
1815,54487.28383524902
1816,89338.66734096897
1817,144772.60511290468
1818,167881.7634715014
1819,132098.89679481625
1820,50815.17777111172
1821,86597.08844788745
1822,153903.28937961324
1823,26660.71842162474
1824,139795.34324314306
1825,150571.7132437257
1826,115706.13673163415
1827,112037.80830532056
1828,157731.72574521718
1829,148693.29944916512
1830,153287.5605566427
1831,136458.1104537535
1832,85672.24460590561
1833,146022.98048482067
1834,114192.95067123207
1835,132710.0429184283
1836,125610.3675676873
1837,120030.90591717721
1838,117984.14970377204
1839,80021.14991010586
1840,151300.902072903
1841,121434.66110007348
1842,81462.61014704197
1843,136206.4783989382
1844,141855.60264979443
1845,145886.618134771
1846,161819.9961270895
1847,186216.76241147262
1848,50642.63590249559
1849,88465.83404239197
1850,120452.06264251913
1851,146795.81292887335
1852,112506.56832286972
1853,126969.40655505634
1854,151958.57418025425
1855,164716.8612660442
1856,226578.4030851433
1857,109851.33880002052
1858,133882.7020749175
1859,104041.6385354849
1860,151049.89076955547
1861,102871.65596421296
1862,263189.7273634402
1863,251516.7871184277
1864,251527.9317947994
1865,325800.0743940945
1866,296023.2757635047
1867,219790.03187120194
1868,286124.8754053854
1869,217500.8368078333
1870,219972.13454517676
1871,240815.63759158715
1872,193118.33202558546
1873,256229.06346688815
1874,125882.25700949295
1875,152436.6337744845
1876,194934.3406816381
1877,208765.4725271589
1878,200475.61886796006
1879,138313.16096608085
1880,118471.57138003083
1881,255781.54189281934
1882,240976.52529174322
1883,184467.7017953724
1884,205057.3771830434
1885,225004.37683130498
1886,270366.9648591764
1887,223656.17458839784
1888,263530.5931195405
1889,179270.84223010414
1890,93861.26781553635
1891,125410.94174997555
1892,102829.52226274065
1893,130777.45299783559
1894,116256.98574893177
1895,148764.43551454158
1896,123291.57771166204
1897,136618.375505568
1898,100240.88524885196
1899,169143.7655148944
1900,151914.16406764532
1901,189795.26338877203
1902,189699.17260168004
1903,225004.4124440425
1904,152356.48221392208
1905,198795.02305716765
1906,116155.88208220131
1907,230521.97066373122
1908,94796.13349067187
1909,136711.03097377275
1910,108663.94204656617
1911,221226.20468951017
1912,309514.5806302468
1913,168873.99763392843
1914,39102.33102898998
1915,317599.8042710265
1916,65720.76334015513
1917,243347.40018438455
1918,126068.1120391048
1919,160120.1054073791
1920,162862.5291405141
1921,349811.45712443674
1922,299696.9601554449
1923,240021.14290866908
1924,224126.8946526402
1925,218116.2656219781
1926,350035.26943918644
1927,125018.63713833736
1928,171167.5504339093
1929,117674.82754169451
1930,130538.82376012509
1931,140409.0889817078
1932,136397.45003675763
1933,193609.1058757978
1934,179009.33409143589
1935,164928.75491564046
1936,199154.1301938172
1937,168990.70322476584
1938,177820.33542490448
1939,269580.54426494846
1940,216413.77739211544
1941,164343.22566930368
1942,174346.33855156065
1943,237642.52927648975
1944,359498.5446220238
1945,384896.66571549955
1946,143864.9865078244
1947,295930.91440431075
1948,155164.9024234158
1949,240065.82930663042
1950,172973.43997011567
1951,267319.9077853039
1952,232083.83293444873
1953,187080.84752832958
1954,183033.3187479477
1955,139261.48700632015
1956,290807.3147030242
1957,151436.9408146604
1958,267854.6105589366
1959,144194.24613450444
1960,100769.24009044748
1961,126600.00937784603
1962,95884.96968964976
1963,102320.9741503708
1964,106106.03348926967
1965,133647.1662806617
1966,114523.10011730017
1967,313207.3789639671
1968,403142.57619914156
1969,369092.912930554
1970,382914.0905103183
1971,395284.0204962606
1972,358476.40228119306
1973,313110.8486885114
1974,328844.18121149414
1975,466709.6383885455
1976,297295.152465052
1977,365638.52142065624
1978,344878.076287552
1979,309890.9784555442
1980,219589.3023416563
1981,329781.17249692976
1982,232597.6565488025
1983,220305.47022950416
1984,195808.79705127957
1985,222866.4909941135
1986,214646.60911483387
1987,208190.04837253783
1988,186897.52997544897
1989,196037.1643817462
1990,213912.67052261205
1991,242680.65371864173
1992,227857.571779561
1993,167938.5030555802
1994,227567.32481577364
1995,173212.58231115434
1996,289445.36823957646
1997,297622.0571771411
1998,324911.0689304902
1999,305815.0305668907
2000,318079.60728765395
2001,307877.85879205284
2002,242086.9595872874
2003,255644.66536768805
2004,297908.9672247397
2005,216603.96066836128
2006,216335.8647390753
2007,249258.0092339986
2008,236573.99007471092
2009,209474.7914130981
2010,204135.87206301675
2011,132854.47638710449
2012,180454.71391994064
2013,189788.49991645408
2014,196995.70358932065
2015,216133.80808261968
2016,202551.81378395064
2017,202445.06951070274
2018,103065.12122421293
2019,127636.61895340495
2020,92422.69841119973
2021,101470.49863715307
2022,218587.03935282212
2023,149193.80719109252
2024,320101.16680571414
2025,352095.43944939063
2026,173333.74337334372
2027,164231.22344843321
2028,156206.2603226949
2029,161539.64408344915
2030,245035.27446654462
2031,212816.55435164156
2032,221242.89341843082
2033,229914.73860336025
2034,156700.4530436187
2035,214480.22613237984
2036,186659.42793661915
2037,200574.02770943358
2038,285565.8521347088
2039,227026.03331851517
2040,323269.7031336748
2041,275559.3606325062
2042,210179.12503096554
2043,178914.80918549607
2044,169618.09819750045
2045,193659.34997766744
2046,142680.6947364395
2047,138434.2254358877
2048,139759.03115120716
2049,129333.52810178977
2050,155905.8298745649
2051,103065.61540746992
2052,110937.60986440699
2053,142430.11791073438
2054,79124.16463331995
2055,160954.42092248355
2056,141662.25312742777
2057,107993.34273163602
2058,223350.39052628702
2059,140843.7230867755
2060,185690.5254180585
2061,164684.4450781187
2062,126910.25421440206
2063,113039.85390145052
2064,139253.9756842167
2065,129616.03197585396
2066,165609.3714860857
2067,95908.36854559486
2068,145647.45126482914
2069,81738.82908048155
2070,92451.8880723177
2071,100651.90551724541
2072,154858.8320666973
2073,122760.47777551506
2074,152620.3693522783
2075,145457.42637132667
2076,111932.19252621103
2077,168664.11319639394
2078,127556.5425226842
2079,118428.93087564385
2080,92560.23484120215
2081,119147.46285859123
2082,137754.56032557273
2083,159221.9603366286
2084,93278.82004134404
